lepesek_szama,befejezes_oka,eltolas_meterben,simitas,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,kapott_pontszam
2210,goal,-0.0201,0.2500,0.5780,1.9442,27.4233,806.4233
