lepesek_szama,befejezes_oka,eltolas_meterben,simitas,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,kapott_pontszam
1750,goal,0.0110,0.2500,0.5899,6.0000,27.4117,852.4117
