lepesek_szama,befejezes_oka,mppi_vx_max,mppi_cost_weight,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,sebessegvaltozas_energia,kapott_pontszam
1703,goal,0.4252,4.1643,0.5900,6.0000,27.4114,10.1813,857.1114
