lepesek_szama,befejezes_oka,eltolas_meterben,simitas,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,kapott_pontszam
997,goal,0.0352,0.2500,0.7965,0.6311,13.2748,913.5748
