lepesek_szama,befejezes_oka,mppi_vx_max,mppi_wz_max,mppi_vx_std,mppi_wz_std,mppi_cost_weight,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,sebessegvaltozas_energia,kapott_pontszam
1228,goal,0.4226,1.7286,0.1284,0.3192,4.4729,0.5832,6.0000,27.4078,6.1666,904.6078
