lepesek_szama,befejezes_oka,eltolas_meterben,simitas,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,kapott_pontszam
1001,goal,-0.0043,0.2500,0.7943,0.6602,13.2771,913.1771
