lepesek_szama,befejezes_oka,mppi_vx_max,mppi_cost_weight,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,sebessegvaltozas_energia,kapott_pontszam
1377,collision,0.4394,4.2269,17.2679,0.1762,10.6706,7.1749,-1127.0294
