lepesek_szama,befejezes_oka,mppi_vx_max,mppi_wz_max,mppi_vx_std,mppi_wz_std,mppi_cost_weight,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,sebessegvaltozas_energia,kapott_pontszam
1750,goal,0.4469,1.6343,0.1226,0.3212,4.7634,0.5856,6.0000,27.4156,8.1519,852.4156
