lepesek_szama,befejezes_oka,eltolas_meterben,simitas,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,kapott_pontszam
998,goal,0.0173,0.2500,0.7893,0.6170,13.2817,913.4817
