lepesek_szama,befejezes_oka,mppi_vx_max,mppi_wz_max,mppi_vx_std,mppi_wz_std,mppi_cost_weight,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,sebessegvaltozas_energia,kapott_pontszam
1710,goal,0.4472,1.6173,0.1227,0.3268,4.7572,0.5968,6.0000,27.4048,8.1385,856.4048
