lepesek_szama,befejezes_oka,mppi_vx_max,mppi_wz_max,mppi_vx_std,mppi_wz_std,mppi_cost_weight,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,sebessegvaltozas_energia,kapott_pontszam
1730,goal,0.4427,1.6042,0.1232,0.3228,4.8372,0.5858,6.0000,27.4153,8.0511,854.4153
