lepesek_szama,befejezes_oka,eltolas_meterben,simitas,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,kapott_pontszam
1758,goal,0.0308,0.2500,0.5913,6.0000,27.4099,851.6099
