lepesek_szama,befejezes_oka,mppi_vx_max,mppi_wz_max,mppi_vx_std,mppi_wz_std,mppi_cost_weight,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,sebessegvaltozas_energia,kapott_pontszam
1691,goal,0.4413,1.6173,0.1266,0.3298,4.8655,0.5994,6.0000,27.4021,8.1183,858.3021
