lepesek_szama,befejezes_oka,mppi_vx_max,mppi_cost_weight,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,sebessegvaltozas_energia,kapott_pontszam
1247,goal,0.4154,3.5684,0.5993,6.0000,27.4006,5.6645,902.7006
