lepesek_szama,befejezes_oka,eltolas_meterben,simitas,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,kapott_pontszam
2198,goal,0.0242,0.2500,0.5802,1.7503,27.2098,807.4098
