lepesek_szama,befejezes_oka,eltolas_meterben,simitas,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,kapott_pontszam
997,goal,0.0226,0.2500,0.7867,0.6520,13.2847,913.5847
