lepesek_szama,befejezes_oka,mppi_vx_max,mppi_wz_max,mppi_vx_std,mppi_wz_std,mppi_cost_weight,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,sebessegvaltozas_energia,kapott_pontszam
1721,goal,0.4386,1.6302,0.1230,0.3236,4.6824,0.5865,6.0000,27.4119,8.2583,855.3119
