lepesek_szama,befejezes_oka,eltolas_meterben,simitas,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,kapott_pontszam
1272,goal,0.0334,0.2500,0.7984,0.8641,13.2730,886.0730
