lepesek_szama,befejezes_oka,eltolas_meterben,simitas,celtol_valo_tavolsag (m),legkozelebbi_akadaly_tavolsag,ossz_haladas,kapott_pontszam
2206,goal,0.0217,0.2500,0.5984,1.7995,27.4030,806.8030
